Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
United Kingdom,GBR,"Age population, age 00, female, interpolated",SP.POP.AG00.FE.IN,463980,487145,501810,508418,508480,503434,492940,477161,457687,436840,416575,398276,381385,366364,353431,342715,334216,328066,324859,325228,329388,337754,349641,362831,374368,382144,384515,382976,378811,374090,370380,368470,367587,366949,365370,362063,356599,349899,342820,336523,331930,328747,327016,327817,332467,341647,354806,372293,390882,406131,414853,416901,412555,403746,393538,384336,377165,370819,365969,363253,362970
United Kingdom,GBR,"Age population, age 00, male, interpolated",SP.POP.AG00.MA.IN,491267,513743,526353,530146,527557,520769,510382,495575,477630,458354,439263,421278,404355,388965,375404,363902,354640,347540,343359,342921,346564,354865,366990,380583,392499,400504,402662,400789,396267,391322,387631,385963,385562,385512,384447,381459,375612,368339,360662,353964,349326,346012,344486,345717,350854,360452,373865,391501,410179,425538,434456,436659,432555,423981,413866,404541,396943,389944,384382,381137,380679
United Kingdom,GBR,"Age population, age 01, female, interpolated",SP.POP.AG01.FE.IN,420088,454547,454882,469348,479847,485412,498525,480638,471474,459149,444791,419002,412191,394602,377823,362808,343731,338840,330649,325926,325005,328137,335212,344382,353701,361621,378687,370670,373010,374394,375209,372134,375682,374667,372462,368927,362404,357626,351097,344929,339749,333097,331901,330433,332142,337715,342487,358619,372466,385000,394066,412293,402511,402120,399809,396470,388139,387938,382773,378374,375451
United Kingdom,GBR,"Age population, age 01, male, interpolated",SP.POP.AG01.MA.IN,443639,481461,477905,491588,501138,505766,516315,500569,491293,479061,465018,441644,433025,415884,399306,384094,364708,358824,349597,343924,342322,345279,352272,361608,371127,379194,396609,387899,390087,391416,392328,389374,393334,392723,390893,387639,381372,375651,368739,362316,357101,350026,348870,347475,349349,355120,360874,376362,390400,403182,412581,431622,421682,421664,419616,416365,408254,407326,401733,396982,393901
United Kingdom,GBR,"Age population, age 02, female, interpolated",SP.POP.AG02.FE.IN,388546,416706,445608,437874,454981,467742,482931,493936,478281,473198,464242,443914,421182,417540,398917,381468,362330,344671,339239,330426,325241,324567,326838,331747,338535,345799,361002,375587,366725,372495,376682,375783,373787,379270,377091,373853,368761,362856,358203,352381,346938,340034,334188,333756,333089,335690,338517,343674,358292,368312,377203,394298,409554,398661,402206,403402,398189,391839,394828,389799,385381
United Kingdom,GBR,"Age population, age 02, male, interpolated",SP.POP.AG02.MA.IN,409455,440650,472355,460556,477953,490384,503334,511948,498243,492224,482983,464695,443920,438113,420266,403032,383559,365372,358761,348907,342921,341878,343911,348747,355561,362871,378288,393165,383526,389351,393682,392897,391010,396926,395029,392062,387251,381489,375791,369852,364400,356996,350756,350284,349524,352143,355782,361616,375252,385605,394910,412692,428658,417616,421535,422972,418051,411859,414156,408935,404394
United Kingdom,GBR,"Age population, age 03, female, interpolated",SP.POP.AG03.FE.IN,367844,389046,413772,436938,433697,450666,466837,480761,489375,479983,475899,461394,442773,423251,416814,398564,380096,361772,345613,338146,329487,325303,324082,325540,328411,334347,346957,360721,372646,368844,375354,376535,376256,375385,379529,377018,373410,368708,363389,358880,353465,346631,340243,335385,335132,335355,336558,339661,345016,355690,363966,379118,394362,406588,401316,405845,403759,399799,395395,397882,392956
United Kingdom,GBR,"Age population, age 03, male, interpolated",SP.POP.AG03.MA.IN,387051,410818,438297,463556,457866,474934,489322,500987,507512,498732,493988,481091,464262,446153,438321,420544,401724,382875,365997,357254,347709,342980,341351,342530,345298,351169,363839,377809,389937,385577,392249,393536,393357,392609,397102,394873,391564,387073,381801,376538,371153,363789,356923,351672,351156,351255,353083,356759,362498,372392,381114,396803,412682,425501,420209,425080,423333,419624,415317,417366,412365
United Kingdom,GBR,"Age population, age 04, female, interpolated",SP.POP.AG04.FE.IN,356476,370410,389961,411090,428194,434426,450629,466232,478619,484644,480732,472192,458270,441518,425357,413966,396801,378639,361216,346582,337131,329790,325316,323597,324326,326936,336398,348439,360594,369647,371777,374868,376287,376673,377025,378596,376485,373081,368738,363921,359295,352819,346247,340560,336909,336493,336379,337767,340959,346257,354060,366658,380874,394210,403414,404513,405457,404003,401261,398744,398369
United Kingdom,GBR,"Age population, age 04, male, interpolated",SP.POP.AG04.MA.IN,374766,390697,412770,436236,454521,459728,474695,488344,498574,502992,498864,491460,479083,463782,448385,436460,418936,400260,382150,366627,356036,347992,342956,340811,341257,343720,353080,365216,377540,386664,388583,391766,393283,393782,394316,396212,394410,391277,387091,382236,377293,370299,363213,357039,352951,352190,352499,354335,357875,363299,370863,383834,398581,412488,422146,423407,424717,423579,421047,418574,418024
United Kingdom,GBR,"Age population, age 05, female, interpolated",SP.POP.AG05.FE.IN,352932,359642,373368,391115,408343,419264,434696,450882,465655,476312,479711,477059,468202,455028,440302,427546,412221,394951,377186,360688,347563,337474,330044,325331,323196,323236,329174,338763,350069,360413,366507,371258,374280,375982,377133,378762,378119,376067,372836,368766,364397,358527,352095,345974,341210,338887,337745,337742,339128,342157,347185,356822,369196,382422,393854,400119,403895,404955,404096,402514,401816
United Kingdom,GBR,"Age population, age 05, male, interpolated",SP.POP.AG05.MA.IN,370936,379021,394900,415002,433961,445079,459868,474537,487301,496077,498441,496434,488814,477028,463303,450607,434926,417164,398753,381430,367252,356319,348190,342920,340379,340160,345828,355386,366796,377230,383240,388058,391175,392993,394316,396223,395890,394160,391189,387234,382751,376417,369480,362829,357525,354681,353751,354054,355726,358909,363826,373665,386444,400182,412101,418673,422819,424237,423671,422266,421576
United Kingdom,GBR,"Age population, age 06, female, interpolated",SP.POP.AG06.FE.IN,355706,355250,363187,376557,392212,405423,419267,435244,451163,464919,473805,476947,473101,464092,451828,439173,426213,410385,393104,375762,360173,347744,337768,330300,325429,322918,324954,331718,341273,351650,360095,366267,370639,373637,375720,377689,378515,377757,375733,372589,368738,363729,357680,351485,346041,342317,340462,339337,339257,340390,343046,349291,359435,371533,383771,393377,399764,403163,404301,403979,403490
United Kingdom,GBR,"Age population, age 06, male, interpolated",SP.POP.AG06.MA.IN,373899,374157,383817,399375,417036,431297,445148,460086,474316,486177,493550,496865,493884,486120,474974,462814,449518,433224,415348,397252,380705,367310,356516,348376,342990,340121,341708,348323,357892,368339,376774,382980,387426,390549,392813,395049,396179,395780,394111,391227,387458,382072,375576,368857,362822,358465,356592,355624,355748,357036,359675,365947,376361,388883,401595,411594,418338,422113,423602,423559,423230
United Kingdom,GBR,"Age population, age 07, female, interpolated",SP.POP.AG07.FE.IN,363288,355746,357944,366958,379693,393144,404575,419539,435820,451289,463987,472809,473899,469021,460026,448717,438633,424786,408552,391287,374350,359988,347874,338062,330640,325652,323410,326975,334405,343735,353098,360451,365928,369965,373036,375555,377878,378385,377480,375398,372285,368397,362981,356949,351220,346568,344337,342381,341082,340675,341344,343745,351250,361853,373676,385000,393756,399296,402280,403438,403587
United Kingdom,GBR,"Age population, age 07, male, interpolated",SP.POP.AG07.MA.IN,381992,374469,377912,388877,403662,418696,430842,445293,460243,474017,485022,493605,495169,491287,483427,472910,462534,448256,431475,413537,395745,380314,367280,356699,348670,343238,340342,343639,351013,360361,369740,377103,382616,386758,390032,392830,395453,396347,395872,394188,391346,387193,381429,374936,368617,363274,360777,358817,357637,357362,358079,360331,367963,378889,391138,402889,411975,417888,421253,422764,423193
United Kingdom,GBR,"Age population, age 08, female, interpolated",SP.POP.AG08.FE.IN,374171,361638,356164,360859,370678,382670,391789,403987,419837,436247,451225,464387,471532,470729,464986,456050,448841,437996,423362,406751,389484,373938,359750,348004,338443,331107,325270,324205,329136,337044,346067,353886,360710,365534,369333,372532,375988,378183,378339,377201,375005,372250,367975,362350,356568,351422,348940,346705,344455,342729,341783,341212,344299,353017,364082,375701,386073,394025,398679,401188,402300
United Kingdom,GBR,"Age population, age 08, male, interpolated",SP.POP.AG08.MA.IN,393552,380532,375577,381926,393756,407587,417909,430460,445379,460324,473687,486174,493542,493424,488689,480723,473257,462074,446944,429732,411722,395026,379831,367237,356994,349144,342523,340946,345762,353668,362693,370416,377329,382216,386199,389711,393434,396069,396716,396092,394347,391490,386965,380990,374684,368843,365867,363406,361184,359570,358708,357840,360881,369815,381240,393277,403930,412243,417286,420191,421673
United Kingdom,GBR,"Age population, age 09, female, interpolated",SP.POP.AG09.FE.IN,386847,372438,360375,356802,363723,374243,381612,390686,403423,419991,436490,452029,464513,470133,467603,461041,456447,448866,437362,421971,404964,389154,373471,359514,348224,338954,330734,325194,325137,331250,339557,346888,354580,360915,365183,368796,372836,376536,378572,378291,376865,375132,372132,367670,362073,356661,353959,351664,349229,346430,344066,342044,340933,344663,354601,366195,377162,387039,394147,397855,399823
United Kingdom,GBR,"Age population, age 09, male, interpolated",SP.POP.AG09.MA.IN,406917,391814,379620,376939,385761,398282,406982,417193,430021,445391,460376,474758,487210,493430,491681,486082,481243,473422,461565,445639,427984,410969,394211,379334,367308,357473,348459,342194,341739,347850,356188,363199,370990,377520,381923,385834,390071,394248,396887,397214,396393,394780,391669,386941,380944,374906,371521,368782,366180,363470,361233,358813,357496,361271,371493,383476,394654,404861,412362,416483,418878
United Kingdom,GBR,"Age population, age 10, female, interpolated",SP.POP.AG10.FE.IN,402401,385988,371103,359333,357387,366435,373959,380798,389607,402721,419969,437089,452565,464517,468776,464569,461472,456742,448893,436762,420594,404909,388766,373005,359369,348578,339120,330672,325256,326023,333239,340177,347615,355220,361160,364925,368768,373254,377169,378960,378187,377103,375177,372133,367726,362279,359279,356854,354548,351653,348092,345474,342159,340467,344849,356073,367877,378518,387861,394064,396760
United Kingdom,GBR,"Age population, age 10, male, interpolated",SP.POP.AG10.MA.IN,423314,405946,390641,378963,378120,389250,398151,406447,416422,429511,445375,460654,475716,488198,493318,489926,486491,481576,473535,461062,444328,427376,410118,393382,378955,367568,357383,348166,342056,342497,349805,356212,363604,371530,377816,381822,385690,390639,395263,397833,397795,397067,395248,392055,387319,381382,377556,374526,371844,368872,365483,362442,358812,356992,361491,373061,385014,395925,405646,412282,415431
United Kingdom,GBR,"Age population, age 11, female, interpolated",SP.POP.AG11.FE.IN,421916,401703,385541,369996,358235,357821,366606,373915,380008,388393,401849,420766,437430,452983,464563,467511,465204,461800,457041,448956,436177,420693,404795,388380,372635,359363,348921,339603,330750,325270,326785,333809,340705,348291,355900,361499,364674,368852,373756,377801,379290,378638,377256,375340,372499,368272,365037,362260,359910,357330,353759,350260,346736,342086,339825,344928,358201,369459,379735,388482,393712
United Kingdom,GBR,"Age population, age 11, male, interpolated",SP.POP.AG11.MA.IN,443971,422333,405560,389730,378121,378963,389366,398088,405858,415582,428973,445243,460821,476626,489186,493195,490389,486712,481857,473654,460552,443743,426665,409251,392676,378772,367684,357695,348067,341880,343123,349509,356139,363976,372174,378303,381270,385754,391406,396406,398862,398801,397775,395924,392847,388188,384030,380538,377680,374822,371287,367394,363546,358651,356321,361606,374979,386447,397052,406236,411955
United Kingdom,GBR,"Age population, age 12, female, interpolated",SP.POP.AG12.FE.IN,430922,420995,401433,385331,368832,356986,358267,367012,373895,379086,387016,403048,421315,437656,453442,464699,468435,465737,462132,457375,449033,436338,420731,404682,388093,372408,359689,349591,340231,330779,325160,327356,334289,341182,349006,356672,361022,364534,369020,374257,378375,379960,379004,377530,375872,373362,371134,368162,365405,362864,359789,356506,352281,347809,341836,339079,347625,360232,370905,380753,388836
United Kingdom,GBR,"Age population, age 12, male, interpolated",SP.POP.AG12.MA.IN,452773,442587,421961,405447,388628,376940,379230,389549,397973,405201,414715,428576,445005,460944,477537,490163,493787,490662,486880,482145,473767,459917,443050,425938,408513,392173,378921,368214,358206,347930,341572,342563,349118,356032,364449,373005,377332,380923,386015,392300,397631,400213,399841,398692,397010,394139,390811,387017,383671,380750,377520,373710,369200,364488,358323,355548,364025,376797,387741,397988,406580
United Kingdom,GBR,"Age population, age 13, female, interpolated",SP.POP.AG13.FE.IN,422727,429854,420523,401410,385062,367511,357698,358943,367442,373746,378006,388499,404008,421753,437922,453989,465854,469255,466272,462500,457725,449359,436434,420770,404673,387956,372750,360352,350410,340810,330682,325830,327839,334719,341698,349811,356276,360655,364476,369186,374701,379538,380545,379491,378174,376906,376663,374369,371455,368446,365489,363118,359104,354110,348701,341481,342352,350228,362130,372156,381510
United Kingdom,GBR,"Age population, age 13, male, interpolated",SP.POP.AG13.MA.IN,442276,451048,441841,421871,405136,387178,377224,379562,389680,397792,404519,414188,428077,444722,461066,478437,490832,494188,490882,487054,482426,473103,459171,442342,425345,407985,392213,379497,368949,358678,347659,340842,341909,348695,356025,365106,371866,376565,380770,386400,393276,399503,401598,401091,400023,398603,396891,393779,390157,386719,383534,380467,376027,370842,365259,357890,358485,366346,378479,388848,398684
United Kingdom,GBR,"Age population, age 14, female, interpolated",SP.POP.AG14.FE.IN,403598,421648,429244,420309,401326,384631,368478,358639,359641,367745,373440,379599,389752,404862,422229,438273,455285,466905,470078,466844,462882,458374,449618,436532,420917,404819,388367,373441,361168,351177,341259,331603,326412,328272,335187,342302,349973,355989,360370,364417,369295,376761,380616,381250,380350,379323,381163,380345,377774,374642,371154,369377,366296,361506,355755,349484,345310,345532,352702,363839,373152
United Kingdom,GBR,"Age population, age 14, male, interpolated",SP.POP.AG14.MA.IN,419489,440322,449973,441391,421577,404463,387281,377572,379844,389746,397585,404093,413562,427535,444440,461178,479114,491312,494535,491109,487222,481770,472326,458408,441772,424971,407702,392694,380284,369644,359013,346914,340018,341224,348369,356197,364204,370928,375990,380740,386865,395923,401407,403193,402757,401864,401729,399992,396903,393209,389476,386995,383306,378176,372310,365923,361347,361327,368536,379978,389720
United Kingdom,GBR,"Age population, age 15, female, interpolated",SP.POP.AG15.FE.IN,386409,402600,421020,428898,420031,401073,385816,369681,359603,360217,367894,375010,380967,390903,405753,422787,439635,456480,467960,470938,467431,463928,458955,449878,436742,421225,405324,389142,374291,361932,351812,342514,332434,326944,328743,335741,343317,350242,355782,360082,364302,372476,378734,381814,382329,381717,384843,385805,384199,381072,377490,375562,373112,369276,363720,357288,353836,349047,348586,354991,365297
United Kingdom,GBR,"Age population, age 15, male, interpolated",SP.POP.AG15.MA.IN,398938,417413,439003,449199,440727,420906,404270,387451,377871,380063,389787,397402,403571,412895,426994,444148,461804,479605,491737,494888,491329,486584,480997,471531,457788,441429,424233,407879,393395,381030,370198,358350,346073,339163,340635,348218,355789,363499,370180,375535,380788,390417,398600,403521,405206,404938,405519,405210,403251,399938,395967,393426,390347,385975,380148,373667,369880,364708,364040,370547,381247
United Kingdom,GBR,"Age population, age 16, female, interpolated",SP.POP.AG16.FE.IN,368474,385465,402032,420650,428487,419577,402453,387249,370907,360444,360641,369432,376358,382235,392089,406722,424207,440900,457679,469051,471814,468846,464906,459537,450254,437119,421818,406208,390083,375086,362558,353370,343676,333215,327515,329298,337544,344437,350590,355573,359740,368540,375570,380825,383385,383919,388420,390750,390623,387944,384025,382411,379816,376644,372062,365818,362155,358095,352657,351458,357035
United Kingdom,GBR,"Age population, age 16, male, interpolated",SP.POP.AG16.MA.IN,377809,396723,415940,437978,448206,439668,420417,404146,387570,378107,380258,389803,397123,403009,412228,426443,444715,462251,480044,492170,495235,490710,485830,480207,470883,457404,440264,423974,408283,394053,381630,369596,357589,345201,338403,340217,348254,355573,362979,369550,375158,385190,393997,401485,406054,407737,409095,409531,408851,406421,402673,400398,397265,393526,388463,382007,378116,373740,367939,366576,372334
United Kingdom,GBR,"Age population, age 17, female, interpolated",SP.POP.AG17.FE.IN,354166,367572,384932,401711,420217,427895,421169,404091,388707,372007,361133,362140,370751,377608,383538,393351,408203,425533,442169,458913,470158,473634,470191,465883,460237,450803,437825,422805,407265,390967,375740,364421,354833,344787,334034,328169,331886,339450,345634,350936,355311,365053,372691,378779,383289,385471,391803,395512,396837,395331,391339,389461,387176,383864,379979,374729,371201,366926,362224,356082,354085
United Kingdom,GBR,"Age population, age 17, male, interpolated",SP.POP.AG17.MA.IN,360204,375378,395080,414745,436739,446812,438828,420000,403969,387624,378318,380472,389725,396805,402447,411552,426958,445111,462648,480490,492596,494666,489972,485057,479567,470479,455815,439596,423950,408642,394560,381094,368893,356795,344426,337813,340700,348476,355537,362576,368996,380416,389619,397781,404786,409107,412417,413612,413706,412401,409286,407587,404717,400929,396519,390834,386950,382466,377467,370992,368890
United Kingdom,GBR,"Age population, age 18, female, interpolated",SP.POP.AG18.FE.IN,346923,353331,367062,384636,401329,419607,429440,423031,405754,390032,372951,362465,363426,371974,378891,384914,394754,409593,426862,443471,460162,472084,475385,471536,466981,461115,451496,438940,423972,408262,391702,377777,366186,356243,345937,334939,331405,334573,341432,346830,351229,361348,370277,376954,382358,386270,394281,400080,402787,402813,399681,397107,394737,391730,387711,383191,380446,376487,371564,366162,359260
United Kingdom,GBR,"Age population, age 18, male, interpolated",SP.POP.AG18.MA.IN,349658,357935,373489,393700,413347,435109,445815,438062,419527,403725,387653,378646,380596,389608,396488,401877,411912,427307,445457,463051,480928,491938,493977,489217,484437,479175,468527,454742,439172,423881,408845,394048,380454,368156,356101,343823,338676,341366,348876,355617,362247,374802,385698,394248,401978,408608,414211,417459,418294,417789,415642,414521,412387,408857,404403,399394,396106,391793,386680,381011,373818
United Kingdom,GBR,"Age population, age 19, female, interpolated",SP.POP.AG19.FE.IN,344301,346182,352872,366778,384282,400777,420723,431261,424921,407280,391192,373948,363584,364617,373229,380247,386044,396069,410986,428224,444788,461728,473940,477136,473002,468258,461596,452610,440243,425078,409105,393710,379713,367896,357693,347176,338583,334740,337336,343413,347974,357436,367297,375611,381586,386455,395585,403485,408542,409952,408425,405515,402713,399800,396080,391432,388973,386063,381636,376008,369845
United Kingdom,GBR,"Age population, age 19, male, interpolated",SP.POP.AG19.MA.IN,343938,348115,356183,371849,392128,411579,434274,444893,437239,418985,403455,387948,378882,380682,389492,396162,401940,412113,427610,445810,463448,479970,491162,493270,488615,484066,476968,467105,453920,438700,423648,408281,393428,379779,367522,355586,344929,339720,342205,349389,355769,368127,380631,391177,399286,406694,413965,419678,422668,422884,421559,420962,419641,417005,412804,407755,404750,401276,396497,390707,384322
United Kingdom,GBR,"Age population, age 20, female, interpolated",SP.POP.AG20.FE.IN,340474,343667,345810,352630,366438,383765,401226,422109,433110,426666,408633,391750,374723,364607,365839,374556,380982,387088,397387,412410,429600,445701,463225,475796,479009,474651,468414,462510,453918,441481,426022,410941,395611,381591,369647,359235,351042,342329,338152,340098,345343,353965,363555,373353,381313,386737,395968,405296,412878,416894,416745,414138,411185,408101,404653,400300,397090,394653,391540,386586,380188
United Kingdom,GBR,"Age population, age 20, male, interpolated",SP.POP.AG20.MA.IN,337005,343449,347075,354669,370027,390205,411096,433512,443913,436343,418416,403620,388150,379082,380768,389367,395846,401848,412269,427919,446156,462066,478895,490368,492718,488264,481692,475301,465942,453049,438059,422981,407604,392772,379209,367073,356833,346218,340937,343156,349974,361391,374028,386652,397062,404842,412196,419685,425314,427783,427156,426795,426164,424575,421426,416626,413022,410001,406303,401008,394494
United Kingdom,GBR,"Age population, age 21, female, interpolated",SP.POP.AG21.FE.IN,336673,339952,343399,345650,352335,365944,383572,401932,423522,434811,428231,408749,392075,375402,365663,367133,374902,381633,388135,398735,413849,429904,446548,464722,477775,481068,474503,469008,463621,455160,442552,427701,412667,397453,383512,371493,363325,355014,346152,341563,342810,351129,359869,369782,379774,387535,396409,405878,415197,422160,424867,422318,419682,416631,413275,409374,405816,402644,400190,396812,391264
United Kingdom,GBR,"Age population, age 21, male, interpolated",SP.POP.AG21.MA.IN,329737,337523,343454,346267,352980,367872,390028,410683,432693,442858,435420,418468,403689,388313,379282,380845,388681,395377,401712,412430,428221,444379,460573,477803,489728,492419,485722,479864,473897,464727,452002,437313,422198,406891,392225,378831,368472,358270,347683,342264,344178,355339,367034,380119,393076,403464,410452,418060,425573,430856,432578,432291,431912,431179,429309,425719,421787,418182,415107,411132,405273
United Kingdom,GBR,"Age population, age 22, female, interpolated",SP.POP.AG22.FE.IN,333248,336284,339793,343343,345439,351891,365076,383624,402664,424790,436328,427878,408623,392299,376113,366790,367064,375163,382286,389212,400097,413518,430145,447396,466339,479937,480593,474800,469802,464664,456229,444081,429265,414330,399340,385533,375805,367525,359066,349974,344923,348354,356828,365878,376369,386716,397263,406478,415977,424987,431059,430259,427719,424998,421859,418313,414706,411226,408051,405518,401805
United Kingdom,GBR,"Age population, age 22, male, interpolated",SP.POP.AG22.MA.IN,325106,331352,338525,343690,345290,350976,368025,389918,410216,431803,441777,435358,418421,403718,388477,379473,379764,387843,394865,401581,412586,426023,442495,459064,476861,489340,489699,483730,478301,472441,463333,451202,436447,421377,406291,391876,380375,370066,359889,349261,343663,349249,360725,372864,386605,400013,409050,416422,424091,431369,436076,437575,437305,436838,435990,433912,430738,426840,423193,420011,415709
United Kingdom,GBR,"Age population, age 23, female, interpolated",SP.POP.AG23.FE.IN,329813,332915,336254,339843,343234,345081,350504,364442,383701,403258,425880,435616,427271,408390,392558,376897,366399,366914,375428,382969,390302,399282,413126,430387,448358,468136,479284,480568,475298,470528,465531,457537,445491,430764,416040,401329,389841,380229,371808,363118,353745,350093,353812,362632,372245,383472,396395,407388,416737,425965,434390,436230,435474,432887,430092,426949,423425,419930,416485,413245,410560
United Kingdom,GBR,"Age population, age 23, male, interpolated",SP.POP.AG23.MA.IN,323884,327329,333441,339757,343760,344003,351280,368240,389757,409680,430885,441592,435192,418333,403748,388632,378129,378536,386964,394358,401445,410151,423722,440595,457698,476165,486594,487533,482006,476685,470802,462438,450277,435542,420674,405895,393480,382121,371849,361625,350913,348335,354342,366295,379080,393597,405804,414995,422559,430030,436841,440893,442449,442127,441558,440668,438748,435644,431740,427999,424657
United Kingdom,GBR,"Age population, age 24, female, interpolated",SP.POP.AG24.FE.IN,326717,329413,332937,336431,339842,342981,343450,349343,363831,383645,403682,424993,434644,426553,408195,392892,376345,365926,366767,375722,383665,389277,398409,412736,430739,449494,467546,479080,480748,475727,471074,466532,458722,446833,432312,417857,405330,394267,384740,376091,367116,358413,355178,359376,368791,379122,393018,406469,417704,426884,435566,439325,441222,440453,437829,435045,431826,428425,425000,421527,418149
United Kingdom,GBR,"Age population, age 24, male, interpolated",SP.POP.AG24.MA.IN,325099,325919,330020,335758,340825,343522,344168,351645,368406,389531,409119,430579,441302,434984,418244,403768,387241,376639,377266,386090,393847,399071,407619,421407,438833,456568,473611,484400,485637,480227,474884,469752,461415,449312,434759,420182,407448,395294,384061,373753,363438,355087,353029,359615,372245,385793,399985,411952,421107,428604,435646,441453,445586,447128,446739,446143,445299,443470,440396,436431,432541
